text,sentiment,label,predicted_label_stacking
kurikulum trlalu brbelit guru kerja ini murid kerja itu sdngkn ajar blum tentu murid mau bljr apalg kalau disuru bljr sndiri,negative,0,0
kalau kurikulum stop kapan kita mau maju disuapin mulu siswa suruh mandiri juga pada males bagaimana mau saing sama org asing,negative,0,0
sayang banget hapus kenapa tidak tingkat saja kalau hapus malah keteter kurikulum,negative,0,0
kurikulum sumpah saya g ngerti dengan cra berfikirnya orang yang nyetusin k kog bisa bisa materi pensidikan ad cara pacar,negative,0,0
lagi ada yang nangkap suara makhluk halus tuh di tv ini bagi dari kurikulum bukan ya,negative,0,0
mnuh tinggal waris yang sangat di benci beberapa anak sekolah di indonesiakurikulum,negative,0,0
kurikulum seninminggu sekolah terus pulang sore terus tugas numpuk dikejaar ulang lelaaaaaaahhhhhh,negative,0,0
pr selalu ada tugas selalu tumpuk kurikulum,negative,0,0
berangkat pagi pulang sore tugas tidak henti kurikulum,negative,0,0
gamasuk sekolah hari tugas kaya gamasuk sekolah satu semester kurikulum,negative,0,0
kurikulum bukan dari guru ya tapi dari kurikulum jadi motivasi ank untuk lbih baik kurang,negative,0,0
ikut kurikulum nyata enak tidak enak banyak tidak enak sih,negative,0,0
kurikulum kasihan sekolah yang di pinggir,negative,0,0
kurikulum tuh ngebebanin siswa banget banyak tugas dan banyak juga ngerluarin duit buat nyari tugas nah ajar yang tidak mampu bagaimana,negative,0,0
kurikulum eksperimen didik paling konyol habis uang rakyat milyaran trilyun rupiah kurikulum,negative,0,0
sing penting anak didik jgn dijadiin robot plagi kelinci coba pagi sekolah sore malam les berat beut urip cah kurikulum,negative,0,0
paksa kita buat curang latih kita buat egois didik kita jadi koruptor halal segala cara kurikulum,negative,0,0
sebenernya k itu buat apa kurikulum biar pinter siswa jadi mandiri tidak ngefek,negative,0,0
kurikulum bikin pusing,negative,0,0
krna turut kami kurikulum sudah cukup baik hanya saja yang kami temu byk ajar yang belum siap atau masih bisa dengan kurikulum lama,negative,0,2
semua sepakat bhw kurikulum tak baik yang beda hanya tindak lanjut,negative,0,0
lebih kasi sama siswa siswi kurikulum daripada bbm naik,negative,0,0
sungguh kurikulum itu sadar bahwa sekolah guru hy jadi hambat bagi serta didik kotbah,negative,0,0
sampai bulan november kami belum terima buku siswa kurikulum kurikulum,negative,0,0
mungkin karena kurikulum yang aneh itu juga buat para orang tua bingung bagaiman metode ajar anak,negative,0,0
kurikulum stop dan kembali ke ktsp pd wkt yang sama training kurikulum msh terus lanjut d nyerap anggar,negative,0,0
yang kasihan itu anak angkat pertama hasil uji coba kurikulum,negative,0,0
pergi gelap pulang gelap kurikulum,negative,0,0
paling juga nanti ganti kurikulum cuma ganti judul dan isi tetap sama,negative,0,0
mau pake ktsp atau kurikulum siswa masih banyak tuh yang nyontek v mampu individu tidak liat kalau tugas kelompok mulu,negative,0,0
kurikulum hapus padahal bagus pakai kurikulum tapi kenapa banyak orang kesal atau bagaimana begitu dengan kurikulum why,negative,0,0
entah apa yang trjadi dgn kurikulum,negative,0,0
buku saja sampai sekarang belum distribusi scr rata utama yang untuk sd kurikulum,negative,0,0
kurikulum kalau bisa yang udah lanjur semester ngejalanin kurikulum ini juga di cabut pak kami masih sering alami sulit,negative,0,0
menang tender lalai ratus sekolah tak terima buku k kurikulum,negative,0,0
kurtilas kurang laku didik kurikulum,negative,0,0
ada pepatah guru bayar murah untuk didik moral anak bangsa sedang artis bayar mahal untuk rusak anak bangsa kurikulum,negative,0,0
percuma didik jadi pintar kalau sikap malah gajul mungkin ini yang tuju kurikulum,negative,0,0
pulang sekolah jam terus dilanjutin lgi sekolah sore terus maghrib nya ke mesjid jam ngerjain pr jam baru selesai kurikulum,negative,0,0
capek stres jenuh bosen kurang tidur suka bicara sendiri efek kurikulum,negative,0,0
efek kurikulum yang dulunya buku mtk sekarang jadi,negative,0,0
siswa tuntut ajar ngerjain tugas yang gada abis presentasi dll sampai senang masa muda itu tidak dapat kurikulum,negative,0,0
setujuu kami manusia bukan robot kurikulum,negative,0,0
kami bukan robot bu pak yang bisa kerja jam tanpa henti kurikulum,negative,0,0
berangkat pagi pulang sore mikir sendiri nyari soal sendiri ngisi sendiri jelasin sendiri kurikulum,negative,0,0
biarkn mrk merasakn bahwa beban berat dalam hidup adl pr matematik nikmat masa sekolah nak tapi tambah umr bda tntangn kurikulum,negative,0,0
buangbuang waktu dan dana saja kurikulum,negative,0,0
bingung liat adek awak ambil rapor telah libur sekolah hadeeh klau kata siih kurikulum kak,negative,0,0
tidak hanya guru anak didik pun jadi korban kurikulum,negative,0,0
akhir malah dia curhat kalau dia kasihan lihat anak sulit ajar dengan guna kurikulum ehkok,negative,0,0
demikian kurikulum aka k buku penjaskes cermin perintah tidak serius benah didik nasional,negative,0,0
ngajarnya tidak lelah tapi lelah sama adminitrasi nyaa kurikulum,negative,0,0
butuh kurikulum untuk tiada ffs,negative,0,0
hayolohhhh kurikulum di stop kemendikbud era sby kecewa,negative,0,0
kurikulum bikin kurikulum jangan asal nama cantum pikir apa tidak kasih beban lebih rasa bawa buku bas kg,negative,0,0
malah bikin kacau kurikulum orng tua murid di bikin pusing,negative,0,0
entah bagaimana nasib kurikulum arah bijak didik nasional hingga saat ini nilai makin kabur,negative,0,0
bahkan sekarang tidur saja mimpi tugas efek kurikulum,negative,0,0
baca buku anak sd yang kurikulum kemas memang sih supaya lihat lebih fun tapi kalau aku yang jd anak sdnya pasti bakal pusing,negative,0,0
bom ngerasain ngeselinnya kurikulum jadi bisa cuman ngomong doang,negative,0,0
kalau kalian naik angkut umum dan betul bareng guruguru pasti lagi rame pada ngedumel kurikulum ini,negative,0,0
makasih atas tambah jam kurikulum stress stress ya,negative,0,0
respon ortu telah terima rapot edisi kurikulum bu aku pusing baca,negative,0,0
dan harus kurikulum untuk guru di sd beri latih lebih dahulu jgn lgsng diterapin siswa dan guru bingung,negative,0,0
kami kaya kelinci coba saja kurikulum,negative,0,0
saya ingat apa kata trainer kurikulum saat latih dulu kalau asa beban arti guru salah terap di ajar,negative,0,0
undang ke hitamputih menang ssk jkt harus mjkt ini lebih layak di undang karena prestasi,positive,2,2
asiknya nonton hitam putih trans,positive,2,2
hitam putih t inspiratif banget,positive,2,2
suka banget dengan acara hitam putih,positive,2,2
tadi ada yang liat hitam putih di trans tidak ada sanggu ganteng,positive,2,0
cinta ikat silaturahmi di hati lunamaya hitamputihtrans,positive,2,2
terima kasih pak sudah mau bantu kami untuk sekolah adik saya hitamputihtrans,positive,2,2
moga lancar hitamputihtrans,positive,2,2
trans hitam putih baik,positive,2,2
acara hitam putih paling bagus buat di lihat,positive,2,2
undang di acara hitam putih yadia jebol dangdut academi pinter nyanyi lagu india suara keren,positive,2,2
bagus rancang seperti ini di trans hitamputih sambil dakwah hibur terima kasih ustadz wijayanto,positive,2,2
wah kapan rihanna bisa jadi bintang tamu hitam putih kayak di jadi kangen kapan tayang lagi di,positive,2,2
acara hitam putih di trans topik bagus nih ttg pribadi ganda,positive,2,2
nonton kisah anastasya wella di hitamputihtrans seru banget ya kisah punya pribadi beda,positive,2,2
yang bikin selalu rindu kalau jauh dari nya hitamputihtrans,positive,2,2
wihh hebat kakek nenek,positive,2,2
makin asik hitam putih,positive,2,2
spensa boys asal poso di hitam putih trans asli kalian keren yang pake kemeja biru putih si gingsul ada salam dari sini,positive,2,2
wahh asik nih vocalgrup hitamputih thanks,positive,2,2
hpjkt jkthitamputiht trio unyu di acara master dedy thanks hitamputih,positive,2,2
sangat inspirasi hitamputihtrans focus hari ini banyak inspirasi buat saya,positive,2,2
syukur kita hidup di indonesia hitamputihtrans,positive,2,2
ada di hitamputiht keren,positive,2,2
acara hitam putih memang oke,positive,2,2
yuk tweeps rapat sebentar lagi hitam putih akan live,positive,2,2
tweeps terima kasih sudah saksi hitam putih hari ini besok kembali live di hpviral,positive,2,2
subhanallah ni anak karunia yang tak ada banding trans hitamputih,positive,2,2
hitam putih bego haruka undang bentar biar pd liat younglex udah gt malah hina bego,negative,0,0
haruka lain kali kalau undang ke hitam putih tolak saja hostnya tidak harga kamu,negative,0,0
sedih dengar curhatanmu roxana moga tuhan tunjuk jalan dan titik terang untuk roxana hitamputih gulat,negative,0,0
miris ketika anak indonesia sulit guna bahasa indonesa dan lebih nyaman guna bahasa asing hitamputihtrans akuindonesia,negative,0,0
parah banget hitam putih di trans ngomong sembarang yang rusak generasi muda acara kyk begini,negative,0,0
takut powernya oma martha hitamputiht,negative,0,0
mulut farhat abas anjay bener di hitamputiht,negative,0,0
kalau episode ikut muncul lagi di saya tidak bakal nonton lg hitam putih hitamputiht,negative,0,0
orang anak yang butuh aku dari sang ayah hitamputiht,negative,0,0
mario teguh campak anak nya hitamputiht,negative,0,0
kalau sekarang yang nyanyi anak tapi lagu na terlalu sakit malu untuk sebut savelaguanak hitamputiht,negative,0,0
buta tuh orang dalem ruang pake kacamata hitam hitamputiht,negative,0,0
jadi begitu nasib atlet kita ya hitamputiht,negative,0,0
knp ya orang sahabat bs lupa dengan sahabat bila sudah temu teman lama baru hitamputiht,negative,0,0
toleransi umat agama macam apa yang terap di serang banten toleransi hanya mitos hitamputiht,negative,0,0
suara sang veteran kalau perlu koruptor di hukum mati hitamputiht,negative,0,0
tidak tau kenapa semua jadi buruk ketika kau pergi moreppie hitamputiht,negative,0,0
butuh tegas dari pihak masyarakat dan perintah kita butuh tindak bukan hanya ngoceh di medsos hitamputiht pollinghitamputih,negative,0,0
pimpin itu adalah pribadi yang korban hitamputiht,negative,0,0
tidak punya gadget mahal nipu gk jelas argonya sering argo kuda dan tidak aman pake konvensional hitamputihtrans,negative,0,0
hidup itu pilih jangan pasrah dengan ada,negative,0,0
hitamputiht gawat darurat tetangga tembak dengan sengaja kucing sekitar rumah komplekrumahelitbandung,negative,0,0
miris sekali liat ada hewan yang di aniaya hitamputiht hpsayangbinatang,negative,0,0
ngakak mantap dah pokok seru,positive,2,2
indonesia lawyers club rupa program talkshow paling tunggu pirsa tvone yang bahas topik kini tahuntvone,positive,2,2
rating indonesia lawyers club tv one langsung lesat tvone telah,positive,2,0
sejuk kalau ilc itu kayak begini obrol ilc tvone,positive,2,2
semua nonton tvone indonesia lawyers club yuk,positive,2,2
selamat tayang kembali indonesia lawyers club tvone,positive,2,2
bang cerdas ilc hebat,positive,2,2
saat damai senandung ilc dan pecah belah umat agama musnah,positive,2,2
moga makin paham seperti apa sejati rupa indonesia ilc,positive,2,2
ilc malam ini adem indonesialawyersclub,positive,2,2
yuk tonton tvone selalu saji berita obyektif tvoneslldihati,positive,2,2
rakyat dukung kpk usut tuntas kasus ektp ilctvone,positive,2,2
acara televisi yang sangat saya suka ilctvone,positive,2,2
semangat dan sehat selalu pak karni tonton setia tunggu ilc tayang kembali ilctvone,positive,2,2
sangat banyak ilmu yang bisa kita serap di ilctvone malam sejuk,positive,2,2
salut dengan komitmen pak tegas wibawa ini jenderal sungguh ilc ilctvone,positive,2,2
hormat jendral ilctvone keren nextpresiden,positive,2,2
jika kita milik kasih harus saling maaf jika ada org yang sudah mau minta maaf itu baru keren salut ilctvone,positive,2,2
ilctvone sampe diketawain karena awal kalem ujung keringat dingin mata merem asli lucu,positive,2,0
salut dan hormat untuk bang jhonson panjaitan lugas dan masuk akal ilctvone,positive,2,2
kompak dan sama bela antara bnn n polisi ilctvone,positive,2,2
keren kali abang acara botak ini ilctvone,positive,2,2
jokowi ini org betul soleh hendropriyono ilctvone,positive,2,2
top n cerah prof ilctvone,positive,2,2
keren bikin melek ilctvone,positive,2,2
salut sama pak darmawan salihin ilctvone,positive,2,2
semga ilc tetap jadi beri informasi yang benar,positive,2,2
acara debat yag hebat keren ilc,positive,2,2
yang di tunggu bukan tvshow tapi indonesia lawyers club tvshow tidak cocok dengan karakter siar tvone,negative,0,0
indonesia lawyers club tvone malam ini seperti batal tayang lagi malu rezim ini terlalu sakit sehingga takut,negative,0,0
indonesia banyak masalah tapi tidak ada sikap tegas dari pak presiden tanya di demo malah sibuk citra upload video tidak penting ilc,negative,0,0
minoritas ekonomi kuat kuasa mayoritas ekonomi lemah tidak pernah bahas ini sumber radikal miris ilc,negative,0,0
omong tidak tarik tidak isi ilc,negative,0,0
buah tanya kepada metromini untuk jadi metronome yang bentuk oleh macet yang cukup padat di ikan oleh putra petir ilc,negative,0,0
buat para bela ahok cek cara pikir masa kalah sama anak sd ahokharusdipenjara ilc,negative,0,0
benar bohong yang diulangulang ilc,negative,0,0
saya paham bahwa saya gagal paham ilc,negative,0,0
ngomong segitu panjang tidak dapet maksud mau apa aneh ilc,negative,0,0
sumpah liat muka fahrihamzah di ilc ken saya lempar pake sepatu nyebelin banget,negative,0,0
percuma pak fahri dower itu masih sakit hati sama kpk ilc,negative,0,0
dpr usik kpk bidik ilc,negative,0,0
ajarin dewan ttg hak angket ilc,negative,0,0
makin hari makin geram ngeliat tingkah laku dan akhlaq oknum yang mengatasnama kan islam ilctvone,negative,0,0
rajut kembali jakarta gampang kok bacot kamu jaga ilctvone,negative,0,0
buya safi maarif yang lebih tua kalah bijak dari nasihat bung eep yang jauh lebih muda ilctvone,negative,0,0
rampas hak dasar bagai manusia harus batal demi hukum ilctvone,negative,0,0
itu bapak abi manyu kasi beliau tidak paham whatsapp miris ilctvone,negative,0,0
bintang ilctvone pun muncul aagym tidak ada partai atau tokoh mana yang sanggup gerak orang,negative,0,0
siapa lagi ketua preman pasar ikut ngomong malu ilctvone,negative,0,0
jgn karena cuma jaga moral dari konten porno negara ini darurat radikalisme mau tunggu perang kyk di suriah baru kpi sadar ilctvone,negative,0,0
kami butuh fakta bukti bukan hanya ngomong bohong ilctvone,negative,0,0
kasi ya yang bapak peci pake batik merah tadi air mata nya dikeluarin cuma karena ahoax miris ilctvone,negative,0,0
ilctvone dengar cerita bu marwah aku rasa bodoh malu,negative,0,0
ilctvone ini bang gaya nya benar pikir liberal miris sekali,negative,0,0
bicara lama ribet ilc,negative,0,0
nonton pak hasan merkids di kick andy sangat inspirasi salut pak hasan,positive,2,2
cara ubah mimpi jadi tindak kick andy,positive,2,2
mantan narapidana pun rangkul untuk cari kerja untuk jalan hidup yang lbh baik lagi,positive,2,2
sahabat gimbal alas nanti malam jangan lupa ya nonton kickandy cara gila daki gunung ala cak tarpin,positive,2,2
hanya orang takut yang bisa berani karena berani kickandy,positive,2,2
kangen lagi nonton kickandy sama ayah ayah langsung bilang harus kamu syukur,positive,2,2
kickandy siang ini juga jadi ajang reuni sahabat kosti dki dan kosti jateng,positive,2,2
bapak ku lucu ya kickandy,positive,2,2
besok pagi harus uts jd pulang duluan cuma poto bareng gambar kickandy,positive,2,2
bahagia masuk tv sama kawan kickandy kick andy,positive,2,2
keren dan kocak nih tamu kickandy merekamereka yang memang lomba design yang asal dari malang,positive,2,2
rias baik orang wanita adalah semangat dan rasa percaya diri kickandy,positive,2,2
kickandy kita dukung ahok karena orang baik,positive,2,2
nonton kickandy tarik buka pikir inspirasi sukses selalu,positive,2,2
moga tambah ok dan panjang umur moga acara nanti malam lancar kickandy,positive,2,2
ajang orangorang saling inspirasi kickandy kickandyheroes,positive,2,2
suara penta boys ini memang keren banget pantas jadi juara di rumania kickandy,positive,2,2
penta boys ini masih eks saja dan saya suka suara mereka keren kickandyp,positive,2,2
tayang yang sangat inspiratif yang banyak beri motivasi kepada kita untuk lebih bisa cinta orangorang disabilitas kickandy,positive,2,2
perjuagan mereka istimewa karena mampu tembus batas sbg rasa syukur pada allah sangat inspirasi kickandy,positive,2,2
syukur atas hidup saat ini kickandy,positive,2,2
acara yang sangat inspirasi sekali salut kickandy,positive,2,2
suka dengan semua tamu yang undang pasti inspirasi kickandy,positive,2,2
kalau udah di puncak jangan lupa sampah di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung kickandy,negative,0,0
rt wna ancam deportasi dan lia ancam pidana,negative,0,0
lebih baik nyala lilin daripada umpat kepada gelap pejuangtangguh kickandy,negative,0,0
bila kita cari uang kita akan paksa upaya jangan malas kickandy,negative,0,0
coba suami saat istri sakit coba istri saat suami tidak punya duit miris kickandy,negative,0,0
haru dengar puisi perempuan yang tak henti jaga dari anakanak ibu shinta nuriyah miris kickandy,negative,0,0
anak itu milik dua bukan milik salah satu bantu istri asuh anak seperti itu gusdur kickandy,negative,0,0
uji suami adalah saat istri sakit dan uji istri adalah saat suami tidak punya apaapa kickandy,negative,0,0
kuat besar yang mampu kalah stress adalah mampu pilih pikir yang tepat kita akan hermafik kickandy,negative,0,0
kalau dia antem tidak ada telor busuk ketek kickandy pilkadadki,negative,0,0
pak muka sedih banget pas kakak angkat ngomong kickandy,negative,0,0
andy lihat kaku dan jaga sikap saat undang ahok jadi tamu mungkin agar lihat lebih formal kickandy,negative,0,0
makin stress makin ngantuk ahok kickandy,negative,0,0
jangan di bakarin dong pak andy kickandymetrot,negative,0,0
bikin sakit perut nonton kisah sarjana tua di indonesia kickandymetrotv,negative,0,0
orang tato tidak boleh ibadah kickandymetrotv,negative,0,0
bagaimana soal un g bs bocor tanya malaikat di alam kubur saja udah bocor kickandymetrotv,negative,0,0
merinding deh nonton kickandymetrotv,negative,0,0
indonesia bahkan kita didik untuk jadi rusak kickandymetrotv,negative,0,0
demi apa ya kick andy sekarang botak kickandymetrotv,negative,0,0
jadi rasa malu karena kalah dari org yang tidak sempurna tapi punya yang lebih dari org sempurna kickandymetrotv,negative,0,0
aku kira makin tua makin keladi malah jd macan ompong melempem kecewa liat amin rais di,negative,0,0
kickandymetrotv jika ingin harga orang harga orang lain juga,negative,0,0
bawah sana banyak yang lebih sulit jangan banyak keluh kickandymetrotv,negative,0,0
orangorang yang henti ajar akan jadi bodoh kickandy,negative,0,0
tidak ada orang bodoh yang ada hanya orang malas,negative,0,0
mantap mata najwa pasti seru nih,positive,2,2
suara terus benar mata najwa,positive,2,2
selamat dan keluarga besar prestasi yang luar biasa dialog keren rugi kalau lewat nonton mata najwa,positive,2,2
moga acara mata najwa metro tv jadi acara favorit dan makin jaya kualitas di masa datang,positive,2,2
pasti menang cuma mata najwa yang paling ok rt dukung mata najwa jadi program tv baik,positive,2,2
mata najwa metrotv inspiratif,positive,2,2
mata najwa paling keren acara mata tajam silet,positive,2,2
keren tampil di kandang lawan pak anies baswedan tampak gemilang di mata najwa metro tv,positive,2,2
mata najwa dan metro tv pihak pada paslon untung ahok cerdas semangat pak allah sama,positive,2,2
sudah bukti di mata najwa kalau ahok lebih hebat dari anis insaallah ahok jarot menang,positive,2,2
moga bapak jokowi lihat acara mata najwa supaya masalah masalah yang pelosok dapat atas,positive,2,2
keren deh mata najwa juga,positive,2,2
metro tv memang tv paling keren ya edukatif dan inspirasi seperti mata najwa dan kick andy,positive,2,2
pimpin itu harus cerdas santun tegas jujur bersih saya pilih aniessandipemersatu matanajwametrotv,positive,2,2
liat pimpin yang islami cerdas teladan matanajwametrotv,positive,2,2
kado indah malam ini matanajwametrotv,positive,2,2
tjokro dan rumah jadi teladan tentang senioritas yang hidup dan bukan kerdil matanajwametrotv,positive,2,2
ajar dari gusdur matanajwametrotv,positive,2,2
metro tv keren malam ini yang lg malam minggu rugi kalau tidak nonton mata najwa,positive,2,2
merdeka adalah hak segala bangsa tanyajokowi matanajwametrotv,positive,2,2
salut buat ahok matanajwametrotv hutjekardah,positive,2,2
matanajwametrotv wibawa tak byk kataberkuasa tetap sederhana kagum,positive,2,2
obrol santai tarik abraham slamet jk jokowi anis baswedan ganjar matanajwametrotv,positive,2,2
anis baswedan jokowi ganjar pranowo jk abraham samad inspirasi indonesia keren matanajwametrotv,positive,2,2
rendah sederhana pak jokowi ini patut di tiru matanajwametrotv,positive,2,2
seru nih dahlan iskan dan ketua dpr matanajwametrotv,positive,2,2
selalu beri banyak inspirasi matanajwametrotv,positive,2,2
cie yang lg ada job di,positive,2,2
telah nonton mata najwa soal radikalisme di langsung keluar berita sebut seram,negative,0,0
mata najwa acara sampah yang cuman keruh suasana saya sbg ajar mending pilih ilc,negative,0,0
kata aneh lagi acara mata najwa metrotv ajar islam kepada umat islam kata islamis lebih edan lagi tokoh islam manggut,negative,0,0
ilc dingin mata najwa provokasi metro tv memang tv sampah tidak bosan pojok islam metro tv usak pancasila,negative,0,0
masa dari isis mimin itu bom kp melayu maaf kata isis organisasi apa ikut organisasi mbak mata najwa betul itu mimin,negative,0,0
gara di bantai teman sendiri sama anggota dpr di mata najwa kamu langsung benci metro tv,negative,0,0
muak lihat sombong fz di acara live mata najwa,negative,0,0
sering masuk dan gaul sama mata najwa tidak diapaapain ngadu,negative,0,0
kan udah bilang di mata najwa metro tv tanya saja sendiri ke bapak anis kok fitnah,negative,0,0
bataldebatkarena kasihan pas debat mata najwa di metrotv saja pak basuki sudah hampir nang tidak bayang kemarin debat lagi,negative,0,0
nyetel metro tv mata najwa debat kemaren bikin kesel masalah rumah coba cek skrg msh ada tidak itu rumah di webnya,negative,0,0
ini saksi kejut dukung anies yang rasa tipu di acara mata najwa tipu,negative,0,0
kata boikot metrotv tapi kok ngintip mata najwa,negative,0,0
nonton mata najwa saya liat anies ngomong bikin ngantuk anaktangsel,negative,0,0
mata najwa selalu tuduh jelek lawan fon lawan,negative,0,0
kayak mata najwa adu domba dua cagub di putar pilkada dki nih,negative,0,0
pak anis pak anis rekam thn lalu msh simpan loh sama metrotv tidak malu ya nelen ludah sendri matanajwametrotv,negative,0,0
bagus apa sistem ketika yang jalan orang yang tidak baik maka jadi sistem itu tidak baik pula matanajwametrotv,negative,0,0
pasrah pak haha tai matanajwametrotv sepakbolamiliksiapa,negative,0,0
kamu bilang kita tidak punya kerjan ya matanajwametrotv,negative,0,0
bagaimana tegak langgar hukum kita tidak bayar seragam mereka hanya untuk tegak hukum rimba matanajwametrotv,negative,0,0
tidak cukup dengan tonton saja km harus masuk dalam untuk laku ubah ahok matanajwametrotv,negative,0,0
org tolol bilang di duga dia udh mencak yakin banget jd sangka matanajwametrotv,negative,0,0
orang miskin makin miskin kalau sekolah laku pungut liar terus,negative,0,0
tidak boleh emosi cepat tua nonton matanajwametrotv lihat bapak hotmansutapea tiba ikut emosi bicara,negative,0,0
dari tampil saja kyk preman tau bkin kisruh usak matanajwametrotv,negative,0,0
panjang film gwa kata kasar terus pada bapak,negative,0,0
tolong editingnya yang bagus ya saya sering kecewa dgn film indonesia tunggu film,negative,0,0
kecewa dgn salah satu aktor yang nyata dukung nista agama ah saya harus sabar untuk tak tonton film ini,negative,0,0
kecewa parah sama film the guys dear sorry to say this,negative,0,0
themummy adalah film yang paling memgecewakan saya lama hidup yah padahal sy udh berekspektasi tinggi dan suka banget mesir kuno,negative,0,0
awal bulan ini nonton dua film indonesia di bioskop kartini dan critical eleven gambar kartini dan ale juga anya terlalu lemah,negative,0,0
film kartini trlalu singkat sehingga tonton yang mungkin belum baca biografi jelas ttg kartini agak bingung saya sndiri emg belum baca bukuny,negative,0,0
yang udah nonton film alien kok pada kecewa ya jadi ragu buat nonton,negative,0,0
satusatunya rugi nonton film action itu aktor jadi liat jelek p,negative,0,0
jelek ah jelek pantas film dimension tidak pernah rilis akting kamu begini nyata tidak,negative,0,0
duh ini film ribet banget,negative,0,0
dgn durasi film yang tll panjang alur yang datar akhir stlh criticaleleven selesai sy keluar dgn tanya ini masalah apa sih,negative,0,0
baru ingat film yang cukup beda dengan buku sampai bikin kecewa teman yang ngajak nonton black bulter,negative,0,0
ogah nonton lagi saya kecewa ama itu film,negative,0,0
kecewa berat sama film power rangers bawah ekspektasi banget,negative,0,0
bahas soal film yang angkat dari novel rasa kalau di bikin film kurang puas saja begitu,negative,0,0
tadi abis nonton film balap mobil itutertidur sekitar menit entah lelah entah bosan,negative,0,0
the mummy film yang asa mulai aneh sejak tengah film mummy,negative,0,0
memang malah lihat aneh kalau ada film besut marvel yang tidak ada postcredit scene nyakaya film yang habis saya tontonlogan,negative,0,0
film norak,negative,0,0
ada film critical eleven ini jadi rusak image ale anya di kepala,negative,0,0
karena tidak respect laku si dian sastro film itu jadi hambar tidak mutu,negative,0,0
aku takut kecewa nonton film danur takut tidak sesuai ekspetasi ketika di buku mikir panjang serius,negative,0,0
nonton alien covenant di mall kaya nonton baja parah ada yang di skip mati mati jelek parah film bagus jadi jelek,negative,0,0
saya adalah orang yang jarang banget nntn film indonesiakrn tiap nntn saya slalu kecewa sama buat film yang mnrt saya tidak totalitas,negative,0,0
awal agak ragu mau nonton karena banyak kecewa waktu nonton film dari adaptasi novel,negative,0,0
ya sudah tidur saja kecewa film nya bukan yang diharepin hufy,negative,0,0
sama ane juga kecewa ma nih film padahal udah lama nungguin,negative,0,0
film jelek jelas tidak ada isi,negative,0,0
agak aneh film baru conan baru kali ini gk spektakuler tapi openingnya hancurin gedung sih,negative,0,0
jijik banget sama film ini apalagi pas dia jadi kelinci gede nightmare parah,negative,0,0
bnyak yang bilang film mummy jelek pdahl ken nonton,negative,0,0
yah kirain film baru wkwk tonton kecewaa,negative,0,0
mau bilang jelek ya bilang saja sekalipun yang buat film itu teman sendiri sebut filmya bagus padahal biasa saja ngga bkin tmen kamu maju sih,negative,0,0
abis nonton king arthur temen saya sen sblm nonton loh itu film jelek kata jgn selalu percaya ama sen yang ada unsur kata,negative,0,0
kadang lebih gampang nilai film jelek ketimbang nilai film bagus mbuh,negative,0,0
ini film apa dah baru mulai udh bgni jijk,negative,0,0
film kartini menang pd main film yang kelas atas yang sudah punya nama tapi ceritany kurang dapat dan kurang riset turut saya,negative,0,0
entah aku yang kurang ajar sejarah apa bagaimana tapi entah kenapa konflik yang tampil di film kartini kaya kurang penuh ekspektasi saja,negative,0,0
film itu kalau byk di sensor rasa g ada hambar,negative,0,0
flm apa ini arah dan tuju tidak jelas nyesel download sabar ini uji tonton hangout film,negative,0,0
hari ini nonton film asa hambarr,negative,0,0
kurang erti sama film nya the mummy,negative,0,0
pernah novel favorit di film hasil bikin kecewa parah tapi dari teaser criticaleleven saya yakin team ce serius sama film ini,negative,0,0
inti kmren kecewa banget sama krna mmbiarkan anak kecil nnton film dewasa jam tayang malam wib pula criticaleleven,negative,0,0
agak kecewa sama film danur luar ekspektasi,negative,0,0
flm nya jelekk bingittsss,negative,0,0
buried ini film budget murah dengan tingkat depresi tinggi,negative,0,0
lalu telah film akhir mikir ngapain nonton film yang isi anak sma semua terus agak nyesel,negative,0,0
gila film britney ever after jelek banget parah nyesel nonton walau tidak sampe abis,negative,0,0
film danur tidak seperti novel harap lebih rem nyata cuman bikin boring sorry teh tapi novel lebih bagus,negative,0,0
tidak bakal gua nonton film setan indonesia thur kecewa semua murah cuma ngandelin sex,negative,0,0
bravo untuk filmkartini main bagus sudut pandang cerita pun tarik film yang penting untuk tonton perempuan dan juga lelaki,positive,2,2
abis nonton film kartini bagussss banget dari awal sampe akhir haruuuu,positive,2,2
film kartini meski aku agak telat nontonnya film ini bagus bangetkalian sukses mendeliver cerita dan pesan good job guys,positive,2,2
saya suka video trailer film the guys di bioskop april,positive,2,2
nah ini coba nonton film deh asik parah,positive,2,2
nonton get out bener gk punya ekspektasi apa cuma tarik karena ini film jordan peele dan puas keren parah film sakit jiwa ini,positive,2,2
cek tread ini saja film tidak kenal yang nyata asik di tonton banyak nemu film bagus sini,positive,2,2
critical eleven film yang bagus dari cerita main sampai gambar semua bagus puas banget dah nontonnya,positive,2,2
film ziarah sangat layak tonton ken peluk sutradara yang sukses arah per mbah sri peran umur thn,positive,2,2
dan akhir telah nunggu tahun mulai juga ni film kantinidhijabers,positive,2,2
satu satu film indonesia yang saya tunggu banget buat di tonton telah liat film lgsg gagal moveon pgn nnton lagiii criticaleleven,positive,2,0
mbah cucu barusan nonton night bus gila keren begini ya tinggal dikit lagi layar di bandung mbah kasi,positive,2,2
